-11754.673658292137,-3496.8444734112027,6254.785931057462,6861.940937257188,9024.179666704675,9565.050217344964,-1167.6450138299292,1738.0254673355275,-324.5092038415982
-10747.673692063658,-1395.6462383421244,7039.497039569766,9311.774710432584,9534.829130637145,10481.342356701061,12535.539855576,3146.965454660827,-5405.372996947879
-12799.611534738004,-3748.016763590609,5546.4707568221875,6828.940461025414,10677.520351960164,6869.729713654793,10198.113794725425,3027.394119845162,-5319.305779497635
-10846.753651682471,-2258.501994044093,6583.708533586104,6686.561631325,10197.765420639462,10323.822953990088,10965.401107738075,855.9937634901648,-4159.3132127583085
-12927.54638723956,-1925.9343723072557,4244.424282804815,6154.858079091335,8362.54916433429,9728.722677893102,11243.986042114513,1629.50517665391,-4947.182701429369
-10665.645299313263,-1480.5884056563307,5096.576702573505,6063.354065462738,10630.598275896347,8707.513154235556,11130.166489181975,2768.36073005425,-6055.989712207084
-11788.992510460681,-3235.8952615769063,4860.410973258774,6965.477453739815,8137.497729467061,7390.796442138431,10785.477842316343,4189.846926660484,-5673.914038780139
-10841.692053220344,-3511.3158134433424,5376.615130487095,8875.86507009759,9904.195030873447,9519.828679839271,10437.851235655573,2189.453075426531,-6306.8286160579455
-11325.618590260354,-1476.857076263735,5678.208969759869,7606.406249132292,8315.367264511216,8504.22706828956,11790.831485814397,1458.0072161417054,-5464.717151812148
-13165.656316593873,-2059.37820306329,4911.182042905458,8403.235175191674,9687.65168069915,9468.727206285144,11924.512497570146,1889.759190295808,-5303.877355865503
-13047.329655463926,-2732.483100967378,6302.492142055422,6745.353787602792,8872.330242871943,7591.05079611137,11278.1126847236,4074.105510563937,-5278.29154028743
-12688.410418344301,-2876.5720595742573,6435.695457275886,8444.568937019376,10039.619625263593,8279.647150760022,11905.79868441656,2983.7696091164316,-6333.999800004954
-9573.247030478311,-410.9082861099532,5359.664827425857,9113.924466452063,9789.138089348087,7975.41763924478,12355.16461000437,2528.906182215622,-8960.56427651203
