a,b,c,d,pos,vel,acc
7742.636826811277,464.1588833612782,464.1588833612782,27.825594022071257,"(1636.6186667932059, 0.535, 2407.2918558804)","(2237.6908637561323, 0.6966666666666667, 6562.835209829693)","(1214.82731983848, 0.7941666666666667, 5936.19934652336)"
7742.636826811277,464.1588833612782,464.1588833612782,464.1588833612782,"(1729.829465595996, 0.39416666666666667, 1907.2372548623853)","(2832.9890980516543, 0.5983333333333334, 5723.3245318775125)","(2034.5403101326874, 0.6683333333333333, 6419.738141390888)"
7742.636826811277,464.1588833612782,464.1588833612782,7742.636826811277,"(1891.7886268175027, 0.2608333333333333, 1413.2583310459086)","(4021.2490169338944, 0.3908333333333333, 4617.663486628309)","(4241.116577365392, 0.4483333333333333, 6709.539482539532)"
7742.636826811277,464.1588833612782,464.1588833612782,129154.96650148854,"(2119.8479127053824, 0.08333333333333333, 1033.310025042006)","(6127.218401052304, 0.22416666666666665, 3819.99645816571)","(9628.359121658368, 0.26916666666666667, 7065.794493728071)"
7742.636826811277,464.1588833612782,464.1588833612782,2154434.6900318866,"(2408.907665161146, 0.024166666666666666, 890.6432183444632)","(9774.372119194835, 0.050833333333333335, 3604.4094830931567)","(22667.27469980322, 0.085, 8087.571612009625)"
7742.636826811277,464.1588833612782,464.1588833612782,35938136.638046406,"(2748.9611791697007, 0.005833333333333334, 929.4631196826692)","(16063.20075916071, 0.016666666666666666, 4636.358878543102)","(54518.92675304518, 0.015, 12843.345857566681)"
7742.636826811277,464.1588833612782,464.1588833612782,599484250.3189421,"(3123.6996029534284, 0.0, 1021.8921077108768)","(26910.270819948873, 0.0033333333333333335, 7146.7808622515295)","(133268.67537622788, 0.0025, 27061.240006544063)"
7742.636826811277,464.1588833612782,464.1588833612782,10000000000.0,"(3509.4226710888256, 0.0, 1149.7717911683892)","(45731.513397165305, 0.0008333333333333334, 11986.487662285197)","(331005.4990583649, 0.0008333333333333334, 65135.00481514603)"
7742.636826811277,464.1588833612782,7742.636826811277,0.1,"(1759.2216741101117, 0.30666666666666664, 1476.4510371380907)","(3059.619488787118, 0.4216666666666667, 4440.711114639789)","(2574.0355431157172, 0.475, 5384.623714038073)"
7742.636826811277,464.1588833612782,7742.636826811277,1.6681005372000592,"(1759.818812965358, 0.30666666666666664, 1474.001566616869)","(3063.644803316138, 0.42083333333333334, 4428.979860028582)","(2580.002379058411, 0.4741666666666667, 5375.981804615124)"
7742.636826811277,464.1588833612782,7742.636826811277,27.825594022071257,"(1766.8037074543806, 0.3, 1453.3491083202957)","(3110.91146521207, 0.4091666666666667, 4328.074184298375)","(2650.964948387298, 0.4508333333333333, 5300.665759945671)"
7742.636826811277,464.1588833612782,7742.636826811277,464.1588833612782,"(1804.1643662095846, 0.2783333333333333, 1399.1889906877911)","(3371.094549672551, 0.3883333333333333, 4233.045790307573)","(3071.422970824692, 0.43083333333333335, 5452.071403322045)"
7742.636826811277,464.1588833612782,7742.636826811277,7742.636826811277,"(1916.2140120736929, 0.24, 1264.804909219136)","(4230.072146283835, 0.345, 4135.832770839703)","(4750.308729534474, 0.3908333333333333, 6190.650132815988)"
7742.636826811277,464.1588833612782,7742.636826811277,129154.96650148854,"(2124.936090015789, 0.07416666666666667, 1009.3561264118506)","(6183.915987009287, 0.215, 3711.139198333718)","(9811.213654866728, 0.265, 6887.780820180543)"
7742.636826811277,464.1588833612782,7742.636826811277,2154434.6900318866,"(2409.74408297921, 0.024166666666666666, 889.0716565632397)","(9787.546216557997, 0.0475, 3593.8155261424004)","(22725.282496348398, 0.08416666666666667, 8059.668365966665)"
7742.636826811277,464.1588833612782,7742.636826811277,35938136.638046406,"(2749.082174841827, 0.005833333333333334, 929.3661208546146)","(16066.080248753091, 0.016666666666666666, 4635.57488418066)","(54536.60762399017, 0.015, 12840.144084261583)"
7742.636826811277,464.1588833612782,7742.636826811277,599484250.3189421,"(3123.715620137821, 0.0, 1021.8910395888278)","(26910.885897719447, 0.0033333333333333335, 7146.805896793202)","(133274.00061452546, 0.0025, 27061.18371338422)"
7742.636826811277,464.1588833612782,7742.636826811277,10000000000.0,"(3509.4246274179113, 0.0, 1149.772106481089)","(45731.64471298875, 0.0008333333333333334, 11986.502192526532)","(331007.1122500671, 0.0008333333333333334, 65135.05354806238)"
7742.636826811277,464.1588833612782,129154.96650148854,0.1,"(2032.2085286317665, 0.06333333333333334, 907.2527865969989)","(5335.456943648855, 0.1875, 2818.4925979665027)","(7831.972663091142, 0.21166666666666667, 4542.609330077365)"
7742.636826811277,464.1588833612782,129154.96650148854,1.6681005372000592,"(2032.2602671338932, 0.06333333333333334, 907.2625060784466)","(5335.924638135442, 0.1875, 2818.69351285613)","(7833.096796866795, 0.21166666666666667, 4543.234014553926)"
7742.636826811277,464.1588833612782,129154.96650148854,27.825594022071257,"(2033.0641333168019, 0.06333333333333334, 907.4176813575141)","(5343.193589172329, 0.1875, 2821.7434278467586)","(7850.578180770225, 0.21166666666666667, 4552.623114028741)"
7742.636826811277,464.1588833612782,129154.96650148854,464.1588833612782,"(2040.6290570810763, 0.06333333333333334, 908.7761069330203)","(5411.945159911982, 0.18583333333333332, 2847.879876063184)","(8017.181452927968, 0.21083333333333334, 4631.582071556362)"
7742.636826811277,464.1588833612782,129154.96650148854,7742.636826811277,"(2074.971982496943, 0.056666666666666664, 909.6795309625447)","(5734.074832405305, 0.18166666666666667, 2953.6865931076995)","(8832.474972836795, 0.20666666666666667, 4993.061476155107)"
7742.636826811277,464.1588833612782,129154.96650148854,129154.96650148854,"(2186.487732414643, 0.03166666666666667, 887.5837005039859)","(6896.310742021569, 0.14166666666666666, 3161.7669437226364)","(12190.84564502739, 0.1875, 5985.381808855928)"
7742.636826811277,464.1588833612782,129154.96650148854,2154434.6900318866,"(2422.8185219500247, 0.018333333333333333, 871.7947193021713)","(9995.245646752028, 0.04083333333333333, 3481.1121411601403)","(23646.482397496708, 0.060833333333333336, 7757.703113434764)"
7742.636826811277,464.1588833612782,129154.96650148854,35938136.638046406,"(2751.0810248532875, 0.005, 927.8922371217667)","(16113.718122386814, 0.015, 4623.936674488373)","(54829.33311728291, 0.0125, 12791.794057797535)"
7742.636826811277,464.1588833612782,129154.96650148854,599484250.3189421,"(3123.9824554617635, 0.0, 1021.8739986049803)","(26921.134975849534, 0.0033333333333333335, 7147.238717808197)","(133362.7214864268, 0.0025, 27060.325817895617)"
7742.636826811277,464.1588833612782,129154.96650148854,10000000000.0,"(3509.457255330153, 0.0, 1149.7773797335658)","(45733.83489309036, 0.0008333333333333334, 11986.744974075109)","(331033.99767151335, 0.0008333333333333334, 65135.869616416814)"
7742.636826811277,464.1588833612782,2154434.6900318866,0.1,"(2416.231950142334, 0.0016666666666666668, 810.4396684733912)","(10097.052396072108, 0.0075, 2843.3319466897005)","(24984.57151409138, 0.01, 5275.046801262979)"
7742.636826811277,464.1588833612782,2154434.6900318866,1.6681005372000592,"(2416.2351424375884, 0.0016666666666666668, 810.4407068813304)","(10097.097412320616, 0.0075, 2843.3480633025533)","(24984.749742061496, 0.01, 5275.104739776436)"
7742.636826811277,464.1588833612782,2154434.6900318866,27.825594022071257,"(2416.2880183571347, 0.0016666666666666668, 810.4579222197102)","(10097.843053912795, 0.0075, 2843.6148274130674)","(24987.701921446424, 0.01, 5276.063548042896)"
7742.636826811277,464.1588833612782,2154434.6900318866,464.1588833612782,"(2417.0821202316997, 0.0016666666666666668, 810.7196730210218)","(10109.044141006278, 0.0075, 2847.58328531961)","(25032.061122249666, 0.01, 5290.286737009755)"
7742.636826811277,464.1588833612782,2154434.6900318866,7742.636826811277,"(2423.5271800047153, 0.0016666666666666668, 812.9323376952899)","(10200.348273919493, 0.0075, 2878.4630111168462)","(25395.121840705324, 0.009166666666666667, 5399.616091702382)"
7742.636826811277,464.1588833612782,2154434.6900318866,129154.96650148854,"(2450.807696423553, 0.0016666666666666668, 821.614333271891)","(10597.177949574068, 0.0075, 3002.8043906498856)","(27012.08417493965, 0.008333333333333333, 5847.735063738421)"
7742.636826811277,464.1588833612782,2154434.6900318866,2154434.6900318866,"(2546.1042364654877, 0.0016666666666666668, 849.2483978474746)","(12118.90997582955, 0.0075, 3415.341465327648)","(33762.84239611232, 0.004166666666666667, 7460.01893408513)"
7742.636826811277,464.1588833612782,2154434.6900318866,35938136.638046406,"(2780.2556033585233, 0.0, 919.9473899083707)","(16823.65298300566, 0.005833333333333334, 4593.774716662526)","(59263.30029393418, 0.0033333333333333335, 12577.912042231601)"
7742.636826811277,464.1588833612782,2154434.6900318866,599484250.3189421,"(3128.3414287102696, 0.0, 1021.768858940393)","(27089.1810206297, 0.0033333333333333335, 7157.866080289039)","(134818.63144077416, 0.0016666666666666668, 27064.3904396226)"
7742.636826811277,464.1588833612782,2154434.6900318866,10000000000.0,"(3509.9999684249674, 0.0, 1149.86892025718)","(45770.28660642959, 0.0, 11990.902544384191)","(331479.54879424017, 0.0008333333333333334, 65150.333402938995)"
7742.636826811277,464.1588833612782,35938136.638046406,0.1,"(2886.7457728469435, 0.0, 922.4396059722953)","(19935.594934235, 0.0, 4748.727169407032)","(81256.00979119042, 0.0, 11288.914489699893)"
7742.636826811277,464.1588833612782,35938136.638046406,1.6681005372000592,"(2886.7459138018817, 0.0, 922.4396618086197)","(19935.598442440634, 0.0, 4748.728297300953)","(81256.03279859215, 0.0, 11288.920546479341)"
7742.636826811277,464.1588833612782,35938136.638046406,27.825594022071257,"(2886.748264003746, 0.0, 922.4405927861739)","(19935.65693628927, 0.0, 4748.747103086961)","(81256.41641121276, 0.0, 11289.021533809724)"
7742.636826811277,464.1588833612782,35938136.638046406,464.1588833612782,"(2886.7871740532255, 0.0, 922.4560046395139)","(19936.62537381071, 0.0, 4749.058433388854)","(81262.7676280923, 0.0, 11290.693502255388)"
7742.636826811277,464.1588833612782,35938136.638046406,7742.636826811277,"(2887.3679723544224, 0.0, 922.6857369917616)","(19951.083892525938, 0.0, 4753.702130206648)","(81357.60119101568, 0.0, 11315.657020055887)"
7742.636826811277,464.1588833612782,35938136.638046406,129154.96650148854,"(2891.9798897231008, 0.0, 924.4913601112991)","(20066.270158375173, 0.0, 4790.565989725124)","(82114.8043738626, 0.0, 11514.756967856034)"
7742.636826811277,464.1588833612782,35938136.638046406,2154434.6900318866,"(2911.5221706388033, 0.0, 931.9371878663163)","(20564.1659878948, 0.0, 4947.874506179701)","(85434.22411002834, 0.0, 12373.553641955883)"
7742.636826811277,464.1588833612782,35938136.638046406,35938136.638046406,"(2983.422782295311, 0.0, 958.600501392999)","(22537.949649920778, 0.0, 5547.261035851957)","(99312.9285890539, 0.0, 15776.754834470408)"
7742.636826811277,464.1588833612782,35938136.638046406,599484250.3189421,"(3185.1007029200887, 0.0, 1031.1701189469968)","(29380.131416786004, 0.0, 7495.894601564984)","(155309.36640297156, 0.0, 28236.4463919861)"
7742.636826811277,464.1588833612782,35938136.638046406,10000000000.0,"(3518.664576419862, 0.0, 1151.9356239852104)","(46357.8775542585, 0.0, 12077.910327331478)","(338673.96039501595, 0.0, 65535.17746900828)"
7742.636826811277,464.1588833612782,599484250.3189421,0.1,"(3401.4094429157626, 0.0, 1098.6966608422679)","(40333.008532821215, 0.0, 9503.768188518829)","(267846.9721995288, 0.0, 34827.83265323952)"
7742.636826811277,464.1588833612782,599484250.3189421,1.6681005372000592,"(3401.409448319403, 0.0, 1098.696663141958)","(40333.00880403959, 0.0, 9503.768273739079)","(267846.9751745936, 0.0, 34827.83341780014)"
7742.636826811277,464.1588833612782,599484250.3189421,27.825594022071257,"(3401.4095384550715, 0.0, 1098.6967015020196)","(40333.013328110515, 0.0, 9503.76969525952)","(267847.0248003019, 0.0, 34827.846171090816)"
7742.636826811277,464.1588833612782,599484250.3189421,464.1588833612782,"(3401.41104131929, 0.0, 1098.6973410851833)","(40333.08875960194, 0.0, 9503.79339680674)","(267847.85222803935, 0.0, 34828.05881176772)"
7742.636826811277,464.1588833612782,599484250.3189421,7742.636826811277,"(3401.4359211070205, 0.0, 1098.7079271854227)","(40334.33753258369, 0.0, 9504.18578189386)","(267861.5503813196, 0.0, 34831.57919868207)"
7742.636826811277,464.1588833612782,599484250.3189421,129154.96650148854,"(3401.8069650188568, 0.0, 1098.865354857461)","(40352.96406484228, 0.0, 9510.0397557029)","(268065.8823839591, 0.0, 34884.11408043253)"
7742.636826811277,464.1588833612782,599484250.3189421,2154434.6900318866,"(3404.7469832866054, 0.0, 1100.0963814095373)","(40500.916062922784, 0.0, 9556.636078836884)","(269690.9972833322, 0.0, 35302.96686866193)"
7742.636826811277,464.1588833612782,599484250.3189421,35938136.638046406,"(3417.28720116432, 0.0, 1105.2837820787906)","(41141.42778412686, 0.0, 9758.074305303775)","(276785.661994664, 0.0, 37123.499305400874)"
7742.636826811277,464.1588833612782,599484250.3189421,599484250.3189421,"(3464.9618360247864, 0.0, 1124.7906358315931)","(43722.449488460596, 0.0, 10558.154061317291)","(306337.2994767422, 0.0, 44516.48495997854)"
7742.636826811277,464.1588833612782,599484250.3189421,10000000000.0,"(3613.105897732104, 0.0, 1185.151876570357)","(53394.891007451966, 0.0, 13479.44471648973)","(429623.3334598534, 0.0, 73512.58244171305)"
7742.636826811277,464.1588833612782,10000000000.0,0.1,"(3896.232070398325, 0.0, 1286.6121447697988)","(83763.79069195726, 0.0, 19675.144571888704)","(898769.288202492, 0.0, 111955.1263311401)"
7742.636826811277,464.1588833612782,10000000000.0,1.6681005372000592,"(3896.232070574438, 0.0, 1286.612144849482)","(83763.79071376548, 0.0, 19675.144578686846)","(898769.2886067122, 0.0, 111955.12643174807)"
7742.636826811277,464.1588833612782,10000000000.0,27.825594022071257,"(3896.232073512173, 0.0, 1286.6121461786795)","(83763.7910775482, 0.0, 19675.144692086502)","(898769.2953494998, 0.0, 111955.12810998753)"
7742.636826811277,464.1588833612782,10000000000.0,464.1588833612782,"(3896.2321225151863, 0.0, 1286.612168350406)","(83763.79714564243, 0.0, 19675.146583654463)","(898769.4078228783, 0.0, 111955.15610393624)"
7742.636826811277,464.1588833612782,10000000000.0,7742.636826811277,"(3896.2329395589463, 0.0, 1286.6125380235658)","(83763.89832106692, 0.0, 19675.17812237695)","(898771.283130312, 0.0, 111955.62285632535)"
7742.636826811277,464.1588833612782,10000000000.0,129154.96650148854,"(3896.246465375557, 0.0, 1286.6186568535288)","(83765.57325031604, 0.0, 19675.70022534823)","(898802.3283112204, 0.0, 111963.34970799243)"
7742.636826811277,464.1588833612782,10000000000.0,2154434.6900318866,"(3896.448131596811, 0.0, 1286.7096936272026)","(83790.54928920025, 0.0, 19683.48351028355)","(899265.2755455486, 0.0, 112078.55364532414)"
7742.636826811277,464.1588833612782,10000000000.0,35938136.638046406,"(3898.045759725625, 0.0, 1287.426271114147)","(83988.79297042957, 0.0, 19745.21544438025)","(902942.5211984146, 0.0, 112993.06286110498)"
7742.636826811277,464.1588833612782,10000000000.0,599484250.3189421,"(3904.8919352434077, 0.0, 1290.501103820214)","(84848.18355589271, 0.0, 20012.555653276617)","(918963.1014263706, 0.0, 116965.49568787252)"
7742.636826811277,464.1588833612782,10000000000.0,10000000000.0,"(3931.456566405329, 0.0, 1302.3395798774495)","(88341.95524315335, 0.0, 21091.981206806482)","(985416.8313273982, 0.0, 133192.47457673226)"
7742.636826811277,7742.636826811277,0.1,0.1,"(1650.9131685807447, 0.4075, 1961.7995150118834)","(2455.3439170401766, 0.7583333333333333, 5568.6458999594115)","(831.7046499968474, 0.9991666666666666, 5162.145065309554)"
7742.636826811277,7742.636826811277,0.1,1.6681005372000592,"(1665.0330175650843, 0.4125, 1885.334398495024)","(2537.0952059720735, 0.7033333333333334, 5505.590681818777)","(1003.3364276869155, 0.9991666666666666, 5330.453271598122)"
7742.636826811277,7742.636826811277,0.1,27.825594022071257,"(1702.2993688191955, 0.38166666666666665, 1767.1249954143577)","(2760.7319598035024, 0.5725, 5229.572676787156)","(1416.6684109953974, 0.7958333333333333, 5531.147717835782)"
7742.636826811277,7742.636826811277,0.1,464.1588833612782,"(1780.3041259753315, 0.32083333333333336, 1494.8361320713586)","(3266.6103141901735, 0.44416666666666665, 4624.512884054333)","(2353.453857440889, 0.5541666666666667, 5721.395372896818)"
7742.636826811277,7742.636826811277,0.1,7742.636826811277,"(1919.6388261606785, 0.23083333333333333, 1220.0877695273207)","(4307.165101556657, 0.32166666666666666, 4003.8641949833705)","(4560.157663086739, 0.39416666666666667, 6035.606999717091)"
7742.636826811277,7742.636826811277,0.1,129154.96650148854,"(2131.756690290324, 0.06416666666666666, 981.9864668143523)","(6286.753446584643, 0.2025, 3579.6851374750236)","(9883.436249445103, 0.24833333333333332, 6649.569817820671)"
7742.636826811277,7742.636826811277,0.1,2154434.6900318866,"(2413.1032386566762, 0.0225, 880.846943356848)","(9853.343854561805, 0.043333333333333335, 3542.6780137445608)","(22845.68764613265, 0.075, 7919.797633702654)"
7742.636826811277,7742.636826811277,0.1,35938136.638046406,"(2750.244593911214, 0.005, 927.9854145612661)","(16099.408212012611, 0.015833333333333335, 4622.520706313281)","(54634.24482373888, 0.014166666666666666, 12784.579245916511)"
7742.636826811277,7742.636826811277,0.1,599484250.3189421,"(3124.053881275486, 0.0, 1021.7532531942638)","(26926.232124298207, 0.0033333333333333335, 7144.917597885194)","(133340.1584771573, 0.0025, 27041.76706109929)"
7742.636826811277,7742.636826811277,0.1,10000000000.0,"(3509.5125449130996, 0.0, 1149.7615293585195)","(45738.47727125029, 0.0, 11986.065955558726)","(331048.997036978, 0.0008333333333333334, 65125.49416660279)"
7742.636826811277,7742.636826811277,1.6681005372000592,0.1,"(1651.141709767905, 0.405, 1955.3799630635604)","(2456.6668051340025, 0.7541666666666667, 5553.409276255826)","(834.8811677458438, 0.9991666666666666, 5155.304616146522)"
7742.636826811277,7742.636826811277,1.6681005372000592,1.6681005372000592,"(1665.1494861100052, 0.4116666666666667, 1883.8455649286032)","(2537.7882077159607, 0.7033333333333334, 5501.292086172148)","(1004.8142642676225, 0.9991666666666666, 5328.661109819725)"
7742.636826811277,7742.636826811277,1.6681005372000592,27.825594022071257,"(1702.3493553958663, 0.38166666666666665, 1766.613506540296)","(2761.048041724402, 0.5725, 5228.090279008099)","(1417.3184320967152, 0.7958333333333333, 5530.38056767652)"
7742.636826811277,7742.636826811277,1.6681005372000592,464.1588833612782,"(1780.3218344120316, 0.32083333333333336, 1494.7153605760993)","(3266.7357795900116, 0.44416666666666665, 4624.126255383546)","(2353.731137835319, 0.5541666666666667, 5721.106728840506)"
7742.636826811277,7742.636826811277,1.6681005372000592,7742.636826811277,"(1919.6437230219944, 0.23083333333333333, 1220.067823973948)","(4307.206903230518, 0.32083333333333336, 4003.7960933391973)","(4560.266790825491, 0.39416666666666667, 6035.536712051074)"
7742.636826811277,7742.636826811277,1.6681005372000592,129154.96650148854,"(2131.757723441443, 0.06416666666666666, 981.9830284123507)","(6286.76498518799, 0.2025, 3579.669557730822)","(9883.474555334626, 0.24833333333333332, 6649.544648604354)"
7742.636826811277,7742.636826811277,1.6681005372000592,2154434.6900318866,"(2413.1034142981985, 0.0225, 880.8466849639981)","(9853.346625135682, 0.043333333333333335, 3542.6762715655636)","(22845.69997926301, 0.075, 7919.793025851417)"
7742.636826811277,7742.636826811277,1.6681005372000592,35938136.638046406,"(2750.244619756126, 0.005, 927.9853961975855)","(16099.408827446507, 0.015833333333333335, 4622.520562864353)","(54634.24861648997, 0.014166666666666666, 12784.578641582)"
7742.636826811277,7742.636826811277,1.6681005372000592,599484250.3189421,"(3124.053884717457, 0.0, 1021.7532529986591)","(26926.23225650008, 0.0033333333333333335, 7144.917603913508)","(133340.1596230613, 0.0025, 27041.76705243306)"
7742.636826811277,7742.636826811277,1.6681005372000592,10000000000.0,"(3509.5125453342653, 0.0, 1149.7615294280033)","(45738.47729952188, 0.0, 11986.065958733463)","(331048.99738443806, 0.0008333333333333334, 65125.49417744791)"
7742.636826811277,7742.636826811277,27.825594022071257,0.1,"(1654.6115579169464, 0.3925, 1895.8215140273721)","(2476.8183903630497, 0.7108333333333333, 5421.710142482565)","(881.911741632455, 0.9991666666666666, 5114.845937042232)"
7742.636826811277,7742.636826811277,27.825594022071257,1.6681005372000592,"(1667.0356537973414, 0.4058333333333333, 1862.2559645548533)","(2549.02838395694, 0.6825, 5439.236030739099)","(1028.6608590473306, 0.9991666666666666, 5304.621705540067)"
7742.636826811277,7742.636826811277,27.825594022071257,27.825594022071257,"(1703.1761468728369, 0.3775, 1758.280118107741)","(2766.2793073175367, 0.57, 5203.9305858682665)","(1428.0717599085044, 0.7933333333333333, 5517.924223755116)"
7742.636826811277,7742.636826811277,27.825594022071257,464.1588833612782,"(1780.6165905034868, 0.32, 1492.7130587869904)","(3268.8245526721767, 0.44416666666666665, 4617.715602695125)","(2358.3475502997217, 0.5516666666666666, 5716.321975833211)"
7742.636826811277,7742.636826811277,27.825594022071257,7742.636826811277,"(1919.7253679864164, 0.23083333333333333, 1219.735596626353)","(4307.903894549051, 0.32083333333333336, 4002.6617680382224)","(4562.0864088117405, 0.39416666666666667, 6034.365980376297)"
7742.636826811277,7742.636826811277,27.825594022071257,129154.96650148854,"(2131.7749558549403, 0.06416666666666666, 981.9256975257168)","(6286.957445110015, 0.2025, 3579.409790965238)","(9884.113488829682, 0.24833333333333332, 6649.124996913442)"
7742.636826811277,7742.636826811277,27.825594022071257,2154434.6900318866,"(2413.106344132269, 0.0225, 880.842375139844)","(9853.392840505294, 0.043333333333333335, 3542.6472134156834)","(22845.905705908295, 0.075, 7919.7161702017365)"
7742.636826811277,7742.636826811277,27.825594022071257,35938136.638046406,"(2750.2450508743395, 0.005, 927.9850898791011)","(16099.419093484534, 0.015833333333333335, 4622.518170053502)","(54634.3118832859, 0.014166666666666666, 12784.568560892532)"
7742.636826811277,7742.636826811277,27.825594022071257,599484250.3189421,"(3124.0539421329677, 0.0, 1021.7532497358092)","(26926.234461759333, 0.0033333333333333335, 7144.9177044724765)","(133340.17873788287, 0.0025, 27041.766907875077)"
7742.636826811277,7742.636826811277,27.825594022071257,10000000000.0,"(3509.5125523597267, 0.0, 1149.761530587063)","(45738.47777112043, 0.0, 11986.066011691217)","(331049.00318042055, 0.0008333333333333334, 65125.494358355005)"
7742.636826811277,7742.636826811277,464.1588833612782,0.1,"(1684.804722709405, 0.36, 1716.0865378970575)","(2657.1951457666437, 0.5983333333333334, 5023.948644090178)","(1256.6797478068172, 0.8308333333333333, 5152.012204651026)"
7742.636826811277,7742.636826811277,464.1588833612782,1.6681005372000592,"(1689.670941828746, 0.36916666666666664, 1706.9037665224714)","(2686.448497211634, 0.58, 5014.892256584591)","(1308.7406956283419, 0.79, 5208.091844696647)"
7742.636826811277,7742.636826811277,464.1588833612782,27.825594022071257,"(1715.3725046123218, 0.3591666666666667, 1655.4381920100059)","(2844.1471919834125, 0.5208333333333334, 4905.83938167488)","(1587.3692128294895, 0.6683333333333333, 5371.848886565144)"
