a,b,c,d,pos,vel,acc
1.6681005372000592,0.1,1.6681005372000592,129154.96650148854,"(2007.295785584744, 0.1425, 1280.6756653251118)","(5311.1423608218565, 0.2683333333333333, 4569.944034796835)","(8888.999016889464, 0.295, 8318.582259528432)"
1.6681005372000592,0.1,1.6681005372000592,2154434.6900318866,"(2342.5120340828767, 0.03833333333333333, 955.881554446419)","(9046.550431712265, 0.08, 3909.4403012105868)","(21728.75464104223, 0.0975, 8831.336215095478)"
1.6681005372000592,0.1,1.6681005372000592,35938136.638046406,"(2711.9760828320395, 0.011666666666666667, 942.276031179282)","(15426.211720731197, 0.018333333333333333, 4762.744166048877)","(53344.394732978544, 0.015833333333333335, 13371.179564759197)"
1.6681005372000592,0.1,1.6681005372000592,599484250.3189421,"(3104.3312710117198, 0.0033333333333333335, 1024.8131509763914)","(26358.65125864295, 0.0033333333333333335, 7221.930463220328)","(131814.2783724373, 0.0025, 27575.937801351716)"
1.6681005372000592,0.1,1.6681005372000592,10000000000.0,"(3500.0126508161557, 0.0, 1149.9576778222201)","(45253.69743629872, 0.0008333333333333334, 12039.616129555268)","(329205.36944717495, 0.0008333333333333334, 65709.60916066937)"
1.6681005372000592,0.1,27.825594022071257,0.1,"(1047.8375766450679, 0.9941666666666666, 11866.386705833025)","(663.82467672591, 0.9975, 12122.449526874005)","(298.2662073116604, 0.9991666666666666, 6764.310478308939)"
1.6681005372000592,0.1,27.825594022071257,1.6681005372000592,"(1106.7609253371486, 0.9491666666666667, 10433.944157993152)","(779.0356505150158, 0.9666666666666667, 11864.398385916911)","(377.3435587829886, 0.97, 7184.310142667404)"
1.6681005372000592,0.1,27.825594022071257,27.825594022071257,"(1249.3605155629602, 0.9, 7292.045695161375)","(1132.1698865278674, 0.9975, 10743.723289056843)","(679.3410892709072, 0.9991666666666666, 8088.732154324135)"
1.6681005372000592,0.1,27.825594022071257,464.1588833612782,"(1457.720432411159, 0.655, 4360.156103263078)","(1852.356981734598, 0.7483333333333333, 8903.360457720575)","(1527.3291108212377, 0.7858333333333334, 8892.36100259665)"
1.6681005372000592,0.1,27.825594022071257,7742.636826811277,"(1711.7309128151885, 0.395, 2335.6825230206396)","(3125.0137337835436, 0.485, 6474.935576975473)","(3656.3607454159687, 0.5016666666666667, 8791.874969439028)"
1.6681005372000592,0.1,27.825594022071257,129154.96650148854,"(2007.3227803561751, 0.1425, 1280.2827766893847)","(5311.400132673421, 0.2683333333333333, 4568.378104403604)","(8889.755080318051, 0.295, 8316.014411674962)"
1.6681005372000592,0.1,27.825594022071257,2154434.6900318866,"(2342.5157233268264, 0.03833333333333333, 955.864108244786)","(9046.603802760219, 0.08, 3909.337535599311)","(21728.97777415936, 0.0975, 8831.08374971409)"
1.6681005372000592,0.1,27.825594022071257,35938136.638046406,"(2711.976568269383, 0.011666666666666667, 942.275263652915)","(15426.222734976407, 0.018333333333333333, 4762.7375992022935)","(53344.460527765696, 0.015833333333333335, 13371.15568621548)"
1.6681005372000592,0.1,27.825594022071257,599484250.3189421,"(3104.3313321076084, 0.0033333333333333335, 1024.8131359153913)","(26358.653541184587, 0.0033333333333333335, 7221.930407644305)","(131814.29785564129, 0.0025, 27575.93673369898)"
1.6681005372000592,0.1,27.825594022071257,10000000000.0,"(3500.0126580798387, 0.0, 1149.9576781190815)","(45253.697915908844, 0.0008333333333333334, 12039.61616323513)","(329205.3752975372, 0.0008333333333333334, 65709.60920115361)"
1.6681005372000592,0.1,464.1588833612782,0.1,"(1264.986641745579, 0.8375, 5035.336862755362)","(1205.1736006100539, 0.96, 8096.548668621817)","(776.1045937885378, 0.9816666666666667, 6564.575840775444)"
1.6681005372000592,0.1,464.1588833612782,1.6681005372000592,"(1275.268626750156, 0.7358333333333333, 4780.97166120036)","(1233.748935710162, 0.865, 7796.0129751395825)","(804.1965664429024, 0.8925, 6378.005950194903)"
1.6681005372000592,0.1,464.1588833612782,27.825594022071257,"(1329.30501581791, 0.6666666666666666, 4336.521607899287)","(1395.7442939042132, 0.7508333333333334, 7594.965128063736)","(973.6498971465868, 0.7658333333333334, 6590.412518617217)"
1.6681005372000592,0.1,464.1588833612782,464.1588833612782,"(1477.1236851261724, 0.5733333333333334, 3467.1074780505323)","(1939.5346226106344, 0.6783333333333333, 7405.901190970027)","(1656.5228094755578, 0.7108333333333333, 7779.0387905031785)"
1.6681005372000592,0.1,464.1588833612782,7742.636826811277,"(1714.8621838322845, 0.38333333333333336, 2229.20245485719)","(3145.272901841336, 0.48083333333333333, 6199.242663521618)","(3698.301336470776, 0.49666666666666665, 8487.266352212262)"
1.6681005372000592,0.1,464.1588833612782,129154.96650148854,"(2007.772041765414, 0.1425, 1273.8763154809797)","(5315.691292400152, 0.2683333333333333, 4542.852722568432)","(8902.345159427286, 0.295, 8274.155830259902)"
1.6681005372000592,0.1,464.1588833612782,2154434.6900318866,"(2342.577245039616, 0.03833333333333333, 955.5739620038364)","(9047.49385268942, 0.08, 3907.628951821699)","(21732.69902115164, 0.0975, 8826.885690438792)"
1.6681005372000592,0.1,464.1588833612782,35938136.638046406,"(2711.9846655385268, 0.011666666666666667, 942.2624661319226)","(15426.406457631907, 0.018333333333333333, 4762.628111302016)","(53345.55801819257, 0.015833333333333335, 13370.757550466426)"
1.6681005372000592,0.1,464.1588833612782,599484250.3189421,"(3104.332351243433, 0.0033333333333333335, 1024.8128847044331)","(26358.691616119224, 0.0033333333333333335, 7221.929480980656)","(131814.62285354492, 0.0025, 27575.91892625212)"
1.6681005372000592,0.1,464.1588833612782,10000000000.0,"(3500.0127792452727, 0.0, 1149.9576830714045)","(45253.70591628394, 0.0008333333333333334, 12039.616725056827)","(329205.47288710537, 0.0008333333333333334, 65709.60987653327)"
1.6681005372000592,0.1,7742.636826811277,0.1,"(1558.0362732252, 0.3883333333333333, 1931.3057923189942)","(2360.5592065155274, 0.43333333333333335, 4605.644364436497)","(2368.7925383287406, 0.455, 5498.8791221304045)"
1.6681005372000592,0.1,7742.636826811277,1.6681005372000592,"(1558.970984159386, 0.3883333333333333, 1927.4175209455484)","(2364.7023085237743, 0.4325, 4594.710562011502)","(2375.175710293889, 0.4533333333333333, 5486.394597041572)"
1.6681005372000592,0.1,7742.636826811277,27.825594022071257,"(1568.702504720277, 0.37916666666666665, 1903.0799104045898)","(2408.256592086221, 0.41833333333333333, 4531.544930900959)","(2442.7731419695037, 0.435, 5423.119928077371)"
1.6681005372000592,0.1,7742.636826811277,464.1588833612782,"(1615.4749759861409, 0.36083333333333334, 1859.1007423206884)","(2629.924267818269, 0.425, 4619.739780474177)","(2802.7154524592834, 0.4325, 5754.219855068798)"
1.6681005372000592,0.1,7742.636826811277,7742.636826811277,"(1756.5048120875172, 0.30583333333333335, 1647.433581552876)","(3421.848401506654, 0.3883333333333333, 4752.5911623800375)","(4287.783361231518, 0.4058333333333333, 6904.456862009098)"
1.6681005372000592,0.1,7742.636826811277,129154.96650148854,"(2014.9952586791028, 0.13166666666666665, 1195.5598416892233)","(5384.991563438267, 0.25416666666666665, 4232.319142968644)","(9106.653970761581, 0.2825, 7764.457318118582)"
1.6681005372000592,0.1,7742.636826811277,2154434.6900318866,"(2343.598368399206, 0.03666666666666667, 950.9645172419706)","(9062.276634301392, 0.07583333333333334, 3880.6133795391606)","(21794.54263618942, 0.09666666666666666, 8760.36371810576)"
1.6681005372000592,0.1,7742.636826811277,35938136.638046406,"(2712.119648942615, 0.011666666666666667, 942.0505351114351)","(15429.469461262495, 0.018333333333333333, 4760.81658033874)","(53363.85616994059, 0.015833333333333335, 13364.166633804483)"
1.6681005372000592,0.1,7742.636826811277,599484250.3189421,"(3104.349350053501, 0.0033333333333333335, 1024.808700277045)","(26359.32670130624, 0.0033333333333333335, 7221.914134569637)","(131820.0437214515, 0.0025, 27575.62245673374)"
1.6681005372000592,0.1,7742.636826811277,10000000000.0,"(3500.0148003849677, 0.0, 1149.9577657854063)","(45253.83936945976, 0.0008333333333333334, 12039.62609897434)","(329207.1006808306, 0.0008333333333333334, 65709.6211598229)"
1.6681005372000592,0.1,129154.96650148854,0.1,"(1924.8786807097308, 0.11083333333333334, 965.5086113758608)","(4738.019952567377, 0.19583333333333333, 2871.170610277944)","(7583.510613985274, 0.21416666666666667, 4576.0041331499215)"
1.6681005372000592,0.1,129154.96650148854,1.6681005372000592,"(1924.9441503019464, 0.11083333333333334, 965.513369747169)","(4738.504309454334, 0.19583333333333333, 2871.431849957807)","(7584.707171668773, 0.21416666666666667, 4576.913237499659)"
1.6681005372000592,0.1,129154.96650148854,27.825594022071257,"(1925.9445397898276, 0.11, 965.6090381100512)","(4745.909018225406, 0.19583333333333333, 2875.373767274257)","(7603.005896295825, 0.21416666666666667, 4590.454723060911)"
1.6681005372000592,0.1,129154.96650148854,464.1588833612782,"(1934.6532777533307, 0.11, 966.9999204754301)","(4810.83004210698, 0.1975, 2907.072189561166)","(7764.263945179608, 0.21416666666666667, 4693.324569641155)"
1.6681005372000592,0.1,129154.96650148854,7742.636826811277,"(1972.3941546370088, 0.08833333333333333, 968.4997436337507)","(5104.1856533034825, 0.19333333333333333, 3025.351441161315)","(8516.040807480002, 0.21416666666666667, 5085.904238552373)"
1.6681005372000592,0.1,129154.96650148854,129154.96650148854,"(2096.047196564339, 0.051666666666666666, 942.9700515678894)","(6203.6759926328905, 0.18083333333333335, 3274.0680445276457)","(11651.339725078355, 0.20416666666666666, 6175.370311592586)"
1.6681005372000592,0.1,129154.96650148854,2154434.6900318866,"(2359.3962633096635, 0.025833333333333333, 908.0092717180191)","(9293.366222120045, 0.06, 3640.442743798817)","(22770.81609955949, 0.08, 8155.738336303728)"
1.6681005372000592,0.1,129154.96650148854,35938136.638046406,"(2714.3475976422656, 0.009166666666666667, 938.899313278941)","(15480.108060409812, 0.018333333333333333, 4734.289323863655)","(53666.66283597693, 0.014166666666666666, 13266.76821141931)"
1.6681005372000592,0.1,129154.96650148854,599484250.3189421,"(3104.6325189800086, 0.0033333333333333335, 1024.7405501087758)","(26369.908636471766, 0.0033333333333333335, 7221.688549529767)","(131910.35532151491, 0.0025, 27570.83478838404)"
1.6681005372000592,0.1,129154.96650148854,10000000000.0,"(3500.048509027292, 0.0, 1149.9591744596914)","(45256.06518999457, 0.0008333333333333334, 12039.783066899663)","(329234.2294907162, 0.0008333333333333334, 65709.81417512313)"
1.6681005372000592,0.1,2154434.6900318866,0.1,"(2364.4220681157194, 0.0075, 816.1101968967139)","(9599.581520789272, 0.014166666666666666, 2884.085398319316)","(24675.264760272228, 0.013333333333333334, 5345.829551425955)"
1.6681005372000592,0.1,2154434.6900318866,1.6681005372000592,"(2364.425437539997, 0.0075, 816.1112296352297)","(9599.624979980345, 0.014166666666666666, 2884.101604474779)","(24675.439179087338, 0.013333333333333334, 5345.889499658519)"
1.6681005372000592,0.1,2154434.6900318866,27.825594022071257,"(2364.4812386269837, 0.0075, 816.1283541173709)","(9600.34472071499, 0.014166666666666666, 2884.369805836771)","(24678.327808528276, 0.013333333333333334, 5346.8813985881125)"
1.6681005372000592,0.1,2154434.6900318866,464.1588833612782,"(2365.317501683351, 0.0075, 816.3893461389107)","(9611.134499674123, 0.014166666666666666, 2888.3506521271993)","(24721.639734056524, 0.013333333333333334, 5361.560983819038)"
1.6681005372000592,0.1,2154434.6900318866,7742.636826811277,"(2372.0495154479295, 0.0075, 818.6149400349666)","(9698.42075122887, 0.014166666666666666, 2919.059003715873)","(25073.16523257407, 0.013333333333333334, 5473.115918612993)"
1.6681005372000592,0.1,2154434.6900318866,129154.96650148854,"(2400.45599230252, 0.0075, 827.3455534664143)","(10077.703541265753, 0.013333333333333334, 3042.642368358216)","(26632.046773067086, 0.013333333333333334, 5926.978525027973)"
1.6681005372000592,0.1,2154434.6900318866,2154434.6900318866,"(2500.153351412521, 0.0075, 854.667932240047)","(11552.899006403359, 0.009166666666666667, 3456.4298432204596)","(33164.594752508725, 0.004166666666666667, 7582.246534462208)"
1.6681005372000592,0.1,2154434.6900318866,35938136.638046406,"(2746.532285315143, 0.005833333333333334, 922.9150833658963)","(16228.720595979374, 0.006666666666666667, 4640.889047006955)","(58227.705186994375, 0.0033333333333333335, 12839.02008794576)"
1.6681005372000592,0.1,2154434.6900318866,599484250.3189421,"(3109.2533939701784, 0.0025, 1023.9682237191416)","(26543.27975605856, 0.0033333333333333335, 7224.401943806197)","(133391.6681613635, 0.0016666666666666668, 27525.241932348155)"
1.6681005372000592,0.1,2154434.6900318866,10000000000.0,"(3500.609146460749, 0.0, 1149.9902951172717)","(45293.10792520914, 0.0, 12042.56278994525)","(329683.8108518416, 0.0008333333333333334, 65714.32954996241)"
1.6681005372000592,0.1,35938136.638046406,0.1,"(2863.868992178154, 0.0, 921.6707772391751)","(19527.859353171458, 0.0, 4795.362793268077)","(80858.02480800038, 0.0, 11469.020117124173)"
1.6681005372000592,0.1,35938136.638046406,1.6681005372000592,"(2863.8691358591936, 0.0, 921.670833206176)","(19527.862791701635, 0.0, 4795.36391350742)","(80858.04749746829, 0.0, 11469.02621179761)"
1.6681005372000592,0.1,35938136.638046406,27.825594022071257,"(2863.871531513182, 0.0, 921.6717663636175)","(19527.92012379268, 0.0, 4795.382591662811)","(80858.42580882506, 0.0, 11469.127830909425)"
1.6681005372000592,0.1,35938136.638046406,464.1588833612782,"(2863.911193709999, 0.0, 921.6872145942017)","(19528.869319333447, 0.0, 4795.691808217298)","(80864.68919850145, 0.0, 11470.810247979307)"
1.6681005372000592,0.1,35938136.638046406,7742.636826811277,"(2864.5031476667273, 0.0, 921.917548529049)","(19543.039071964893, 0.0, 4800.3038469956255)","(80958.19979991537, 0.0, 11495.927648832401)"
1.6681005372000592,0.1,35938136.638046406,129154.96650148854,"(2869.201718145614, 0.0, 923.7298538911036)","(19655.895437899482, 0.0, 4836.921525164684)","(81704.48520278587, 0.0, 11696.229952511065)"
1.6681005372000592,0.1,35938136.638046406,2154434.6900318866,"(2889.113751303909, 0.0, 931.2074276553327)","(20144.15399281088, 0.0, 4993.3288175686275)","(84975.24185819877, 0.0, 12560.687262179972)"
1.6681005372000592,0.1,35938136.638046406,35938136.638046406,"(2962.4800832382116, 0.0, 957.9919983264926)","(22087.789878611788, 0.0, 5590.950780817319)","(98660.07054052783, 0.0, 15992.686209528887)"
1.6681005372000592,0.1,35938136.638046406,599484250.3189421,"(3168.868209673195, 0.0, 1030.8440090676727)","(28890.83083709688, 0.0, 7538.1313151407085)","(154141.15106718824, 0.0, 28554.127543520306)"
1.6681005372000592,0.1,35938136.638046406,10000000000.0,"(3509.548586301574, 0.0, 1151.563632778674)","(45889.75300628648, 0.0, 12116.227460576745)","(336939.8067435506, 0.0, 66011.59752139047)"
1.6681005372000592,0.1,599484250.3189421,0.1,"(3392.3928082209695, 0.0, 1097.7433824245868)","(40000.456020416306, 0.0, 9535.979137837545)","(267336.9275618572, 0.0, 35073.97848359603)"
1.6681005372000592,0.1,599484250.3189421,1.6681005372000592,"(3392.3928136739974, 0.0, 1097.7433847319105)","(40000.456289337926, 0.0, 9535.97922285742)","(267336.9305200796, 0.0, 35073.97925032798)"
1.6681005372000592,0.1,599484250.3189421,27.825594022071257,"(3392.3929046334774, 0.0, 1097.7434232193064)","(40000.460775097665, 0.0, 9535.980641035543)","(267336.9798648484, 0.0, 35073.99203983784)"
1.6681005372000592,0.1,599484250.3189421,464.1588833612782,"(3392.394421233355, 0.0, 1097.7440649254734)","(40000.53556781132, 0.0, 9536.0042868548)","(267337.802608348, 0.0, 35074.20528440582)"
1.6681005372000592,0.1,599484250.3189421,7742.636826811277,"(3392.4195283996787, 0.0, 1097.7546861500416)","(40001.773765406135, 0.0, 9536.39574930534)","(267351.42320548353, 0.0, 35077.73566759834)"
1.6681005372000592,0.1,599484250.3189421,129154.96650148854,"(3392.793960622799, 0.0, 1097.9126329161936)","(40020.242495249404, 0.0, 9542.235948526773)","(267554.5967042102, 0.0, 35130.41941552075)"
1.6681005372000592,0.1,599484250.3189421,2154434.6900318866,"(3395.7607849418, 0.0, 1099.1475460871197)","(40166.94440460952, 0.0, 9588.722173588008)","(269170.4474415862, 0.0, 35550.4466496143)"
1.6681005372000592,0.1,599484250.3189421,35938136.638046406,"(3408.416358175544, 0.0, 1104.3508130291864)","(40802.21517905673, 0.0, 9789.702200150625)","(276224.50040843425, 0.0, 37376.086262703946)"
1.6681005372000592,0.1,599484250.3189421,599484250.3189421,"(3456.547983850553, 0.0, 1123.9219195477367)","(43364.930201803145, 0.0, 10588.377205461838)","(305609.7698114242, 0.0, 44791.02757046888)"
1.6681005372000592,0.1,599484250.3189421,10000000000.0,"(3606.272834823704, 0.0, 1184.5273863372988)","(52999.35455386819, 0.0, 13508.905049801017)","(428347.3793991089, 0.0, 73882.89220097738)"
1.6681005372000592,0.1,10000000000.0,0.1,"(3893.2556183169954, 0.0, 1286.286646420647)","(83488.15873422181, 0.0, 19706.485690254685)","(898112.4726179405, 0.0, 112299.78593043191)"
1.6681005372000592,0.1,10000000000.0,1.6681005372000592,"(3893.255618493927, 0.0, 1286.2866465004765)","(83488.15875595236, 0.0, 19706.485697048473)","(898112.4730212768, 0.0, 112299.78603119301)"
1.6681005372000592,0.1,10000000000.0,27.825594022071257,"(3893.2556214453293, 0.0, 1286.2866478321139)","(83488.15911843906, 0.0, 19706.48581037547)","(898112.4797493219, 0.0, 112299.78771198657)"
1.6681005372000592,0.1,10000000000.0,464.1588833612782,"(3893.2556706763376, 0.0, 1286.2866700445363)","(83488.16516491507, 0.0, 19706.48770073157)","(898112.5919767877, 0.0, 112299.8157485396)"
1.6681005372000592,0.1,10000000000.0,7742.636826811277,"(3893.256491521507, 0.0, 1286.2870403962)","(83488.2659798918, 0.0, 19706.51921924802)","(898114.4631840221, 0.0, 112300.28321128219)"
1.6681005372000592,0.1,10000000000.0,129154.96650148854,"(3893.2700802679656, 0.0, 1286.2931704489913)","(83489.93494202493, 0.0, 19707.040987657674)","(898145.4404849887, 0.0, 112308.02182188728)"
1.6681005372000592,0.1,10000000000.0,2154434.6900318866,"(3893.4726845972045, 0.0, 1286.3843726013508)","(83514.82200403092, 0.0, 19714.81926939847)","(898607.3750289571, 0.0, 112423.40091187865)"
1.6681005372000592,0.1,10000000000.0,35938136.638046406,"(3895.077745351228, 0.0, 1287.102198133523)","(83712.36122834742, 0.0, 19776.510573891148)","(902276.5621148364, 0.0, 113339.28548067788)"
1.6681005372000592,0.1,10000000000.0,599484250.3189421,"(3901.955930207321, 0.0, 1290.182322231454)","(84568.75533004761, 0.0, 20043.679628105914)","(918261.9534867529, 0.0, 117317.66162776036)"
1.6681005372000592,0.1,10000000000.0,10000000000.0,"(3928.6474559829494, 0.0, 1302.0417467046866)","(88051.29770370209, 0.0, 21122.554916738314)","(984570.2230756744, 0.0, 133569.317909964)"
1.6681005372000592,1.6681005372000592,0.1,0.1,"(918.9846015840949, 0.9941666666666666, 28745.809587349606)","(441.7506980557085, 0.9975, 20483.013305327782)","(163.061681736174, 0.9991666666666666, 8072.028811932158)"
1.6681005372000592,1.6681005372000592,0.1,1.6681005372000592,"(1061.706790738435, 0.9891666666666666, 16621.28714295011)","(679.4587914513692, 0.9883333333333333, 16404.94208146532)","(301.19781026284056, 0.99, 8704.006475406019)"
1.6681005372000592,1.6681005372000592,0.1,27.825594022071257,"(1240.5223212748288, 0.9458333333333333, 8422.712143208251)","(1105.0238549801386, 0.9975, 11980.859050147234)","(650.8354811080866, 0.9991666666666666, 8705.303262082312)"
1.6681005372000592,1.6681005372000592,0.1,464.1588833612782,"(1456.3828703350227, 0.6591666666666667, 4475.485886800636)","(1846.4686005779056, 0.7516666666666667, 9101.782536139357)","(1518.5466130519076, 0.7983333333333333, 9042.377430418248)"
1.6681005372000592,1.6681005372000592,0.1,7742.636826811277,"(1711.54331095542, 0.39666666666666667, 2342.537325094276)","(3123.820711284183, 0.485, 6492.694347444224)","(3653.7883113795215, 0.5025, 8811.43930532575)"
1.6681005372000592,1.6681005372000592,0.1,129154.96650148854,"(2007.2983914715223, 0.1425, 1280.5904056459212)","(5311.17505766405, 0.2683333333333333, 4569.59061088295)","(8889.029780079047, 0.295, 8318.006191811872)"
1.6681005372000592,1.6681005372000592,0.1,2154434.6900318866,"(2342.5129926590907, 0.03833333333333333, 955.8726057309129)","(9046.567531222481, 0.08, 3909.3862017390916)","(21728.786659948393, 0.0975, 8831.20639576341)"
1.6681005372000592,1.6681005372000592,0.1,35938136.638046406,"(2711.976372070596, 0.011666666666666667, 942.2752357227632)","(15426.219597819956, 0.018333333333333333, 4762.736243874667)","(53344.41781426048, 0.015833333333333335, 13371.149753880376)"
1.6681005372000592,1.6681005372000592,0.1,599484250.3189421,"(3104.331349614365, 0.0033333333333333335, 1024.8130819981247)","(26358.654720724666, 0.0033333333333333335, 7221.929451101919)","(131814.29327243072, 0.0025, 27575.930352860843)"
1.6681005372000592,1.6681005372000592,0.1,10000000000.0,"(3500.012670546401, 0.0, 1149.957670518493)","(45253.698942419935, 0.0008333333333333334, 12039.615887720138)","(329205.37867055595, 0.0008333333333333334, 65709.60608811537)"
1.6681005372000592,1.6681005372000592,1.6681005372000592,0.1,"(938.8965693393624, 0.9941666666666666, 23675.299318240097)","(472.0773973454794, 0.9975, 18207.160091575548)","(179.09686851220752, 0.9991666666666666, 7663.940522364507)"
1.6681005372000592,1.6681005372000592,1.6681005372000592,1.6681005372000592,"(1065.2917552329573, 0.9858333333333333, 15491.532329789487)","(687.1058181802534, 0.9866666666666667, 15539.950980041127)","(306.7815812342366, 0.9916666666666667, 8409.630560308608)"
1.6681005372000592,1.6681005372000592,1.6681005372000592,27.825594022071257,"(1241.062139695424, 0.9433333333333334, 8317.510708691212)","(1106.6773110147124, 0.9975, 11859.91594449566)","(652.5418763406822, 0.9991666666666666, 8643.426838281412)"
1.6681005372000592,1.6681005372000592,1.6681005372000592,464.1588833612782,"(1456.4620571076157, 0.6583333333333333, 4467.927520472844)","(1846.8194192401722, 0.7516666666666667, 9088.65431657726)","(1519.0585981306483, 0.7966666666666666, 9032.406312920735)"
1.6681005372000592,1.6681005372000592,1.6681005372000592,7742.636826811277,"(1711.554770812598, 0.39666666666666667, 2342.0853195916175)","(3123.8947058935332, 0.485, 6491.513189823637)","(3653.941145665537, 0.5025, 8810.132606730971)"
1.6681005372000592,1.6681005372000592,1.6681005372000592,129154.96650148854,"(2007.3000099394687, 0.1425, 1280.5668350917904)","(5311.190512111988, 0.2683333333333333, 4569.496665955567)","(8889.075108772515, 0.295, 8317.852138429653)"
1.6681005372000592,1.6681005372000592,1.6681005372000592,2154434.6900318866,"(2342.5132138255913, 0.03833333333333333, 955.8715598452246)","(9046.570730757629, 0.08, 3909.3800410045187)","(21728.800036544708, 0.0975, 8831.191260626156)"
1.6681005372000592,1.6681005372000592,1.6681005372000592,35938136.638046406,"(2711.9764011718007, 0.011666666666666667, 942.2751897117178)","(15426.220258106512, 0.018333333333333333, 4762.735850212426)","(53344.421758556666, 0.015833333333333335, 13371.148322432839)"
1.6681005372000592,1.6681005372000592,1.6681005372000592,599484250.3189421,"(3104.3313532769657, 0.0033333333333333335, 1024.8130810952566)","(26358.65485755941, 0.0033333333333333335, 7221.929447770494)","(131814.29444041813, 0.0025, 27575.930288858162)"
1.6681005372000592,1.6681005372000592,1.6681005372000592,10000000000.0,"(3500.0126709818474, 0.0, 1149.95767053629)","(45253.698971171776, 0.0008333333333333334, 12039.615889739203)","(329205.3790212758, 0.0008333333333333334, 65709.60609054244)"
1.6681005372000592,1.6681005372000592,27.825594022071257,0.1,"(1048.4268700206298, 0.9941666666666666, 11787.856236503825)","(665.2399104530306, 0.9975, 12065.787576419534)","(298.70573008718037, 0.9991666666666666, 6747.633750807527)"
1.6681005372000592,1.6681005372000592,27.825594022071257,1.6681005372000592,"(1107.1894166677748, 0.9491666666666667, 10373.249422768275)","(780.1984395653029, 0.9666666666666667, 11811.522820700644)","(377.7993059395436, 0.97, 7164.972857604499)"
1.6681005372000592,1.6681005372000592,27.825594022071257,27.825594022071257,"(1249.5354533714972, 0.8983333333333333, 7262.333719977905)","(1132.8050311049983, 0.9975, 10707.363319159238)","(679.6986172007645, 0.9991666666666666, 8069.643658525594)"
1.6681005372000592,1.6681005372000592,27.825594022071257,464.1588833612782,"(1457.7723230156453, 0.655, 4351.933655649659)","(1852.6293649142613, 0.7483333333333333, 8888.082113178863)","(1527.5458749590077, 0.7858333333333334, 8880.380427687727)"
1.6681005372000592,1.6681005372000592,27.825594022071257,7742.636826811277,"(1711.745731296795, 0.395, 2334.624858581625)","(3125.1278534729654, 0.485, 6472.029233652165)","(3656.488526404407, 0.5016666666666667, 8788.579465271718)"
1.6681005372000592,1.6681005372000592,27.825594022071257,129154.96650148854,"(2007.327003864701, 0.1425, 1280.1741974392478)","(5311.44827632841, 0.2683333333333333, 4567.931766699681)","(8889.831158232138, 0.295, 8315.28596981748)"
1.6681005372000592,1.6681005372000592,27.825594022071257,2154434.6900318866,"(2342.5169030383495, 0.03833333333333333, 955.8541165707932)","(9046.624101383564, 0.08, 3909.2772941282456)","(21729.02316860751, 0.0975, 8830.938839330263)"
1.6681005372000592,1.6681005372000592,27.825594022071257,35938136.638046406,"(2711.9768866080335, 0.011666666666666667, 942.2744222213202)","(15426.231272328483, 0.018333333333333333, 4762.7292837234845)","(53344.48755326502, 0.015833333333333335, 13371.124445104222)"
1.6681005372000592,1.6681005372000592,27.825594022071257,599484250.3189421,"(3104.331414372817, 0.0033333333333333335, 1024.8130660345876)","(26358.65714009974, 0.0033333333333333335, 7221.929392200394)","(131814.31392361628, 0.0025, 27575.929221236525)"
1.6681005372000592,1.6681005372000592,27.825594022071257,10000000000.0,"(3500.0126782455272, 0.0, 1149.9576708331633)","(45253.69945078184, 0.0008333333333333334, 12039.615923419336)","(329205.3848716378, 0.0008333333333333334, 65709.60613102872)"
1.6681005372000592,1.6681005372000592,464.1588833612782,0.1,"(1265.0958662202186, 0.8375, 5029.695172548375)","(1205.591017714806, 0.96, 8089.413478855129)","(776.273409719676, 0.9816666666666667, 6560.653615531855)"
1.6681005372000592,1.6681005372000592,464.1588833612782,1.6681005372000592,"(1275.372384022252, 0.7358333333333333, 4776.167203296398)","(1234.1540402445025, 0.865, 7789.9999031909365)","(804.3661844334661, 0.8916666666666667, 6374.984953088287)"
1.6681005372000592,1.6681005372000592,464.1588833612782,27.825594022071257,"(1329.3891804947118, 0.6666666666666666, 4332.47736908792)","(1396.1046230675333, 0.75, 7589.336372395462)","(973.8387421827109, 0.7658333333333334, 6587.298524907004)"
1.6681005372000592,1.6681005372000592,464.1588833612782,464.1588833612782,"(1477.1672553411065, 0.5725, 3464.3771147352536)","(1939.771872061387, 0.6783333333333333, 7400.847561144872)","(1656.7067158224295, 0.7108333333333333, 7775.06831997551)"
1.6681005372000592,1.6681005372000592,464.1588833612782,7742.636826811277,"(1714.8766321884561, 0.38333333333333336, 2228.3826478040255)","(3145.3847558014527, 0.48083333333333333, 6196.997231355612)","(3698.4261118027093, 0.49666666666666665, 8484.71673164604)"
1.6681005372000592,1.6681005372000592,464.1588833612782,129154.96650148854,"(2007.776251233331, 0.1425, 1273.7717704274967)","(5315.739309352523, 0.2683333333333333, 4542.422961173213)","(8902.421005558175, 0.295, 8273.454378164888)"
1.6681005372000592,1.6681005372000592,464.1588833612782,2154434.6900318866,"(2342.578424231235, 0.03833333333333333, 955.5640189281005)","(9047.514144278632, 0.08, 3907.5690213235057)","(21732.744398025498, 0.0975, 8826.741511862328)"
1.6681005372000592,1.6681005372000592,464.1588833612782,35938136.638046406,"(2711.984983858667, 0.011666666666666667, 942.261625299957)","(15426.414994596265, 0.018333333333333333, 4762.619801785464)","(53345.58504237669, 0.015833333333333335, 13370.72632961202)"
